Rk,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ALL NBA
416,Taurean Prince,PF,26,BRK,12,4,218,11.7,0.565,0.5,0.365,1.1,15.4,8.6,4.3,1.8,3.2,11.4,19.4,0,0.2,0.3,0.062,-2.2,0.1,-2.2,0,0
416,Taurean Prince,PF,26,CLE,29,6,687,12.2,0.532,0.466,0.194,2.7,15.2,8.8,15.5,1.4,1.9,11.6,19.7,0.2,0.5,0.7,0.049,-0.9,-0.8,-1.7,0,0
417,Payton Pritchard,SG,23,BOS,66,4,1268,12.4,0.582,0.593,0.108,2.9,11.1,6.9,13.3,1.4,0.7,10.8,16.7,1.6,0.9,2.5,0.095,-0.3,-0.4,-0.7,0.4,0
418,Immanuel Quickley,PG,21,NYK,64,3,1243,15.8,0.557,0.522,0.3,2.2,9.7,6,16.2,1.2,0.9,8.1,25.6,1.8,1.4,3.2,0.125,1.4,-0.5,0.9,0.9,0
419,Jahmi'us Ramsey,SG,19,SAC,13,0,94,10.5,0.498,0.5,0.132,2.3,9.6,5.9,8.8,2,0.9,6.9,19.8,0,0,0,0.012,-3.1,-1.4,-4.5,-0.1,0
420,Chasson Randle,PG,27,ORL,41,5,837,7.4,0.515,0.549,0.203,0.8,9.6,5.1,12.9,1.3,0.5,15.1,15.7,-0.4,0.4,0,-0.001,-4.8,-1.1,-5.9,-0.8,0
421,Julius Randle,PF,26,NYK,71,71,2667,19.7,0.567,0.294,0.325,3.5,25.7,14.7,27.2,1.2,0.6,13.8,29.3,3.4,4.3,7.8,0.14,2.9,0.9,3.8,3.9,1
422,Cam Reddish,SF,21,ATL,26,21,750,9.3,0.488,0.479,0.312,3.3,11.7,7.6,6.5,2.2,1.1,10.2,19.3,-0.3,0.7,0.4,0.026,-3.3,0.1,-3.2,-0.2,0
423,J.J. Redick,SG,36,TOT,44,0,723,9.9,0.564,0.667,0.195,0.6,9,4.8,9.7,0.7,0.4,11,19.2,0.4,0.3,0.7,0.045,-1.4,-2.1,-3.5,-0.3,0
423,J.J. Redick,SG,36,NOP,31,0,576,10.9,0.575,0.654,0.22,0.6,9.2,4.9,9.6,0.7,0.3,9.6,19,0.6,0.2,0.8,0.065,-0.8,-2,-2.8,-0.1,0
423,J.J. Redick,SG,36,DAL,13,0,147,5.9,0.516,0.717,0.094,0.8,8.2,4.5,10.3,0.7,0.6,16.6,19.9,-0.2,0.1,-0.1,-0.031,-3.4,-2.6,-6,-0.1,0
424,Paul Reed,PF,21,PHI,26,0,177,21.2,0.54,0.077,0.103,19,18.9,19,11,2.7,6.6,12.8,22.7,0.2,0.4,0.6,0.162,-1.8,0.8,-1,0,0
425,Naz Reid,C,21,MIN,70,15,1347,18.2,0.599,0.299,0.286,6.4,20,12.9,8.7,1.2,4.9,9.5,22.5,1.9,1.3,3.2,0.113,-0.1,-0.2,-0.2,0.6,0
426,Cameron Reynolds,SF,25,TOT,5,0,40,6.5,0.417,0.667,0,5.1,8.3,6.7,7.5,0,0,0,19.2,0,0,0,-0.039,-3.5,-4.6,-8.1,-0.1,0
426,Cameron Reynolds,SF,25,SAS,3,0,6,6.2,0.5,0,0,0,0,0,0,0,0,0,14.5,0,0,0,-0.017,-4.4,-3.6,-8,0,0
426,Cameron Reynolds,SF,25,HOU,2,0,34,6.5,0.406,0.75,0,6,9.8,7.8,8.8,0,0,0,20,0,0,0,-0.043,-3.4,-4.8,-8.2,-0.1,0
427,Nick Richards,PF,23,CHO,18,0,63,5.5,0.542,0.111,1.222,6.8,12.2,9.5,4.2,0,0,17.8,11.5,0,0,0,0.026,-5.9,-2.1,-8,-0.1,0
428,Josh Richardson,SG,27,DAL,59,56,1790,11.9,0.537,0.432,0.175,3.2,8.8,6,12.1,1.7,1.2,10.6,18.4,1,1.4,2.4,0.066,-1.5,-0.2,-1.7,0.1,0
429,Grant Riller,PG,23,CHO,7,0,27,23.6,0.75,0.333,0,0,4.1,2,20.9,1.8,0,7.7,20.7,0.1,0,0.1,0.177,4.6,0.5,5.1,0,0
430,Austin Rivers,SG,28,TOT,36,7,845,9.9,0.551,0.608,0.127,1.1,9.6,5.4,13.2,1.8,0.2,12.2,15.4,0.4,0.9,1.3,0.072,-2.2,0.3,-1.9,0,0
430,Austin Rivers,SG,28,NYK,21,2,442,9.5,0.545,0.57,0.104,1.2,10.2,5.8,13.9,1.4,0,13.5,16.5,0.1,0.5,0.6,0.063,-2.4,0.2,-2.2,0,0
430,Austin Rivers,SG,28,DEN,15,5,403,10.3,0.558,0.655,0.155,0.8,9,4.9,12.5,2.2,0.5,10.6,14.2,0.3,0.4,0.7,0.081,-2.1,0.4,-1.7,0,0
431,Andre Roberson,SG,29,BRK,5,0,63,4.2,0.202,0.571,0.143,12.9,13.3,13.2,7.4,2.3,1.4,11.8,11.7,-0.1,0.1,-0.1,-0.043,-5.2,-0.9,-6.1,-0.1,0
432,Duncan Robinson,SF,26,MIA,72,72,2262,11,0.628,0.855,0.105,0.4,12.1,6.3,8.3,0.9,0.9,9.7,16.6,1.9,1.8,3.7,0.079,-0.2,-0.8,-1,0.6,0
433,Glenn Robinson III,SF,27,SAC,23,2,369,9,0.554,0.444,0.232,3.3,10.4,6.8,7,0.5,0.7,9.2,14,0.3,0,0.3,0.033,-1.9,-2.2,-4,-0.2,0
434,Jerome Robinson,SG,23,WAS,17,6,305,4.1,0.4,0.442,0.211,1.4,11.8,6.6,10.2,1.8,1.6,15.5,16.7,-0.7,0.3,-0.4,-0.057,-6.9,-0.1,-7,-0.4,0
435,Justin Robinson,PG,23,OKC,9,0,88,6,0.453,0.667,0.238,1.2,7.2,4.1,14.1,1.6,0,7.9,12.2,0,0,0,0.021,-5.8,-1,-6.8,-0.1,0
436,Mitchell Robinson,C,22,NYK,31,29,853,17.7,0.642,0,0.301,14.5,17.5,16,2.9,2.1,5,11.5,11.8,1.8,1.7,3.4,0.192,-0.3,1.5,1.2,0.7,0
437,Isaiah Roby,PF,22,OKC,61,34,1425,11.9,0.555,0.254,0.273,6.4,18.6,12.4,11.4,1.7,2.3,19,17.7,-0.3,1.5,1.3,0.043,-3.7,0.4,-3.3,-0.5,0
438,Rajon Rondo,PG,34,TOT,45,3,770,13.2,0.544,0.414,0.079,2.7,12.9,7.9,35.3,2.4,0.5,26.2,17.2,0.5,0.8,1.3,0.081,-0.5,0.3,-0.2,0.4,0
438,Rajon Rondo,PG,34,ATL,27,2,402,9.9,0.478,0.409,0.018,1.1,13.6,7.5,32.2,2.3,0.4,26,16.2,-0.2,0.4,0.2,0.019,-2.8,0.3,-2.5,0,0
438,Rajon Rondo,PG,34,LAC,18,1,368,16.8,0.609,0.419,0.143,4.4,12.2,8.4,38.6,2.4,0.5,26.4,18.2,0.7,0.4,1.1,0.148,2,0.4,2.3,0.4,0
439,Derrick Rose,PG,32,TOT,50,3,1279,18.3,0.55,0.211,0.208,1.7,9.3,5.5,28,1.9,1.4,10.5,25.8,1.6,1.6,3.1,0.118,1.6,0.3,1.9,1.3,0
439,Derrick Rose,PG,32,DET,15,0,342,17.1,0.517,0.212,0.272,1.9,7.6,4.7,32.5,2.6,1,12.3,30,0,0.3,0.4,0.051,0.7,-0.2,0.6,0.2,0
439,Derrick Rose,PG,32,NYK,35,3,937,18.8,0.565,0.211,0.18,1.6,10,5.9,26.3,1.7,1.5,9.6,24.3,1.5,1.2,2.8,0.142,1.9,0.5,2.4,1,0
440,Terrence Ross,SG,29,ORL,46,2,1347,13.2,0.53,0.429,0.224,1.1,11.4,6.1,13.2,1.7,1.4,9.9,24.1,-0.1,1,0.9,0.03,-1.4,-0.8,-2.3,-0.1,0
441,Terry Rozier,SG,26,CHO,69,69,2383,17.1,0.575,0.504,0.178,2.1,11.8,6.9,20,1.8,1.1,9.5,24.4,3.3,2,5.2,0.105,2.2,-0.5,1.6,2.2,0
442,Ricky Rubio,PG,30,MIN,68,51,1772,13.5,0.516,0.43,0.301,1.6,12.4,6.8,33.3,2.6,0.2,16.4,16,1.9,1.3,3.1,0.085,-1.9,0,-1.9,0,0
443,D'Angelo Russell,PG,24,MIN,42,26,1196,17.6,0.555,0.475,0.229,1.4,8.9,5,33.6,1.8,1.3,13.5,29.1,1,0.6,1.6,0.063,3.3,-1.7,1.6,1.1,0
444,Domantas Sabonis,PF,24,IND,62,62,2231,20.6,0.601,0.179,0.363,7.3,28.6,18,27.5,1.6,1.2,16.9,24.1,4,3,6.9,0.149,2.3,1.6,3.8,3.3,0
445,Luka Šamanić,PF,21,SAS,33,4,308,9.8,0.518,0.41,0.276,5.4,18.3,11.7,6.9,1.3,2.2,14.5,19.5,-0.2,0.3,0.1,0.015,-4.2,-0.7,-4.9,-0.2,0
446,JaKarr Sampson,PF,27,IND,29,4,316,10.9,0.533,0.133,0.257,9.3,17.1,13.2,1.8,0.3,3.6,10.7,19,0,0.3,0.3,0.044,-5.2,-2.3,-7.5,-0.4,0
447,Dario Šarić,C,26,PHO,50,4,871,14.3,0.567,0.395,0.289,6.1,18.4,12.4,10.4,1.7,0.4,12.9,22.6,0.7,1,1.7,0.093,-1.4,-0.6,-2,0,0
448,Tomáš Satoranský,SG,29,CHI,58,18,1307,13.8,0.614,0.359,0.24,2.6,9.4,6,27.9,1.5,0.9,20.9,15.2,1.9,1.1,3.1,0.113,-0.6,0.1,-0.5,0.5,0
449,Dennis Schröder,SG,27,LAL,61,61,1956,13.8,0.543,0.279,0.32,1.7,10.3,6.1,26.9,1.7,0.6,15.8,22.9,1,2.7,3.8,0.093,-1.3,0.1,-1.2,0.4,0
450,Mike Scott,PF,32,PHI,51,12,852,6.8,0.492,0.735,0.057,1.4,13.8,7.8,6.1,1.4,1.5,8.1,11.9,-0.1,1.1,1,0.058,-3.2,0.3,-2.8,-0.2,0
451,Jay Scrubb,SG,20,LAC,4,1,84,6.3,0.458,0.25,0.139,2.8,15.6,9.4,1.7,2.4,0,15.5,23.8,-0.2,0.1,-0.1,-0.072,-8.1,-2.8,-10.9,-0.2,0
452,Collin Sexton,SG,22,CLE,60,60,2115,18,0.573,0.239,0.347,3,7,4.9,22.6,1.4,0.4,11.6,29.7,2.6,0.9,3.5,0.08,1.8,-1.9,-0.2,1,0
453,Landry Shamet,SG,23,BRK,61,12,1403,10.3,0.578,0.73,0.171,0.9,7.6,4.4,9.3,1.1,0.6,8.9,16.7,1.2,0.6,1.8,0.063,-1,-1.5,-2.4,-0.2,0
454,Iman Shumpert,SG,30,BRK,2,0,11,-0.4,0.25,0.75,0,10.6,0,5,0,4.4,0,20,19.8,-0.1,0,0,-0.212,-10.4,-2.2,-12.6,0,0
455,Pascal Siakam,PF,26,TOR,56,56,2006,17.7,0.547,0.256,0.313,5,17.6,11.1,20.5,1.5,1.8,10.6,26.3,2.3,2,4.2,0.101,1,-0.3,0.8,1.4,0
456,Chris Silva,PF,24,TOT,15,0,92,11.5,0.708,0.063,0.938,8.9,24.4,16.8,9.3,0.5,6.6,30.7,15.9,0.1,0.1,0.2,0.101,-6.7,1.1,-5.5,-0.1,0
456,Chris Silva,PF,24,MIA,11,0,83,13.4,0.765,0.077,1.154,9.8,24.4,17.2,10.3,0.6,6.3,31.5,15.5,0.1,0.1,0.2,0.136,-5.3,1.4,-3.9,0,0
456,Chris Silva,PF,24,SAC,4,0,9,-5.9,0.333,0,0,0,25,12.3,0,0,9.4,25,19.1,-0.1,0,0,-0.219,-19.3,-1.3,-20.6,0,0
457,Ben Simmons,PG,24,PHI,58,58,1877,18.3,0.584,0.017,0.492,5.6,18.7,12.2,31.3,2.4,1.7,19.6,20.2,2.7,3.3,6,0.153,0.7,2.2,2.9,2.3,0
458,Anfernee Simons,SG,21,POR,64,0,1104,12.3,0.589,0.703,0.142,1.3,12.5,6.8,11.4,0.8,0.6,9.2,18.3,1.5,0.3,1.8,0.078,0.6,-1.6,-1,0.3,0
459,Deividas Sirvydis,SG,20,DET,20,0,133,5.7,0.481,0.7,0.15,0,24.5,12.1,5.4,0.7,0,10.5,15.7,-0.1,0.1,0,-0.01,-4.2,-1.2,-5.4,-0.1,0
460,Alen Smailagić,PF,20,GSW,15,1,84,8.9,0.472,0.37,0.222,7.7,12.5,10.1,6.5,1.7,5.2,14.4,17.6,-0.1,0.1,0,0.015,-4.9,-0.4,-5.3,-0.1,0
461,Marcus Smart,PG,26,BOS,48,45,1581,13.8,0.539,0.553,0.318,2.5,9.3,5.9,23.6,2.2,1.4,14.2,18.4,1.8,1.5,3.3,0.1,-0.4,0.2,-0.3,0.7,0
462,Dennis Smith Jr.,PG,23,TOT,23,9,420,13.6,0.492,0.4,0.179,3.1,11.5,7.3,27.8,2.7,2.9,14.3,19,0.1,0.5,0.6,0.07,-1.1,1.5,0.4,0.3,0
462,Dennis Smith Jr.,PG,23,NYK,3,0,28,6.8,0.356,0.4,0.6,0,7.7,3.9,14.4,5.4,0,7.3,21.7,-0.1,0.1,0,-0.015,-8.5,4.7,-3.8,0,0
462,Dennis Smith Jr.,PG,23,DET,20,9,392,14.1,0.504,0.4,0.148,3.4,11.8,7.5,28.8,2.5,3.1,14.8,18.8,0.1,0.5,0.6,0.076,-0.6,1.3,0.7,0.3,0
